"protocol_type","opcod","date","station","protocol","surface","nb_sp","nb_ind","year","length_sourced"
"partial",24190,2013-10-10,17181,"partial_by_point",1250,16,2253,2013,1400
"partial",24189,2014-10-02,17181,"partial_by_point",1250,15,2665,2014,1400
"partial",24188,2015-10-05,17181,"partial_by_point",1250,15,2141,2015,1400
"partial",24187,2016-10-03,17181,"partial_by_point",1250,18,2629,2016,1400
"partial",24186,2017-10-12,17181,"partial_by_point",1250,18,2326,2017,1400
"partial",39654,2018-10-02,17181,"partial_by_point",1250,18,1334,2018,1400
"complete",26982,1995-09-19,17187,"complete",561,14,1072,1995,110
"complete",26981,1996-09-16,17187,"complete",517,12,1586,1996,110
"complete",26983,1997-09-26,17187,"complete",575.3,13,755,1997,110
"complete",26980,1998-09-14,17187,"complete",506,11,989,1998,110
"complete",26979,1999-09-30,17187,"complete",575.3,14,1831,1999,110
"complete",26978,2000-09-29,17187,"complete",577.5,10,663,2000,110
"complete",26977,2001-09-17,17187,"complete",534.6,12,394,2001,110
"complete",26976,2002-09-05,17187,"complete",550,12,355,2002,110
"complete",24094,2003-09-08,17187,"complete",473,16,486,2003,110
"complete",26973,2005-07-04,17187,"complete",539,13,1363,2005,110
"complete",26972,2006-08-02,17187,"complete",398.95,12,728,2006,101
"complete",26971,2007-09-20,17187,"complete",636,15,807,2007,120
"complete",26970,2008-07-08,17187,"complete",756,10,118,2008,120
"complete",24093,2009-06-30,17187,"complete",645.15,11,486,2009,115
"complete",24092,2010-06-30,17187,"complete",719.4,14,634,2010,110
"complete",24091,2011-06-27,17187,"complete",521.4,11,557,2011,110
"partial",26704,2007-09-17,17224,"partial_by_point",1250,12,185,2007,1360
"partial",26703,2008-09-18,17224,"partial_by_point",1250,15,201,2008,1360
"partial",24908,2009-09-14,17224,"partial_by_point",1250,16,226,2009,1360
"partial",24907,2010-09-22,17224,"partial_by_point",1250,12,181,2010,1360
"partial",24906,2011-09-14,17224,"partial_by_point",1250,14,353,2011,1360
"partial",24905,2012-10-15,17224,"partial_by_point",1250,15,555,2012,1360
"partial",24904,2013-10-07,17224,"partial_by_point",1250,15,346,2013,1400
"partial",24903,2014-10-16,17224,"partial_by_point",1250,15,1220,2014,1400
"partial",24902,2015-09-28,17224,"partial_by_point",1250,14,418,2015,1400
"partial",24901,2016-09-22,17224,"partial_by_point",1250,12,547,2016,1400
"partial",24900,2017-09-12,17224,"partial_by_point",1250,13,779,2017,1400
"partial",39637,2018-09-13,17224,"partial_by_point",1250,14,292,2018,1400
"complete",26790,1995-06-01,17235,"complete",371.2,13,273,1995,116
"complete",26789,1996-06-13,17235,"complete",428.4,11,192,1996,119
"complete",26791,1997-06-27,17235,"complete",368.9,14,397,1997,119
"complete",26788,1998-06-26,17235,"complete",351.05,9,120,1998,119
"complete",26787,1999-06-15,17235,"complete",357,8,309,1999,119
"complete",26786,2000-06-14,17235,"complete",379.85,6,67,2000,107
"complete",26785,2001-07-27,17235,"complete",359.6,7,205,2001,116
"complete",26784,2002-05-28,17235,"complete",436.73,8,307,2002,119
"complete",24556,2003-05-27,17235,"complete",297.5,7,626,2003,119
"complete",26782,2004-05-27,17235,"complete",392.7,8,89,2004,119
"complete",26781,2005-05-04,17235,"complete",386.75,9,93,2005,119
"complete",26780,2006-05-24,17235,"complete",339.15,8,230,2006,119
"complete",27055,1995-05-30,17241,"complete",583.3,11,106,1995,95
"complete",27373,1996-06-06,17241,"complete",665,3,25,1996,95
"complete",27381,1997-05-23,17241,"complete",636.5,4,147,1997,95
"complete",27395,1998-05-19,17241,"complete",627,7,436,1998,95
"complete",27455,1999-04-28,17241,"complete",627,2,15,1999,95
"complete",27466,2000-05-17,17241,"complete",551,2,165,2000,95
"complete",27475,2002-06-17,17241,"complete",551,6,299,2002,95
"complete",24286,2003-06-02,17241,"complete",606.68,9,110,2003,116
"complete",30296,2004-08-12,17241,"complete",516.8,6,58,2004,95
"complete",30323,2005-05-26,17241,"complete",440,8,85,2005,110
"complete",30475,2006-06-19,17241,"complete",616,7,116,2006,110
"complete",24301,2003-05-14,17286,"complete",531.92,13,537,2003,109
"complete",24300,2009-06-11,17286,"complete",560.55,10,330,2009,111
"complete",24299,2010-10-20,17286,"complete",498.4,10,470,2010,112
"complete",24297,2012-05-31,17286,"complete",553.28,8,549,2012,112
"complete",24296,2013-07-10,17286,"complete",506.24,12,818,2013,112
"complete",24295,2014-06-06,17286,"complete",453.2,10,377,2014,103
"complete",24294,2015-06-18,17286,"complete",434.6,11,413,2015,106
"complete",24293,2016-06-14,17286,"complete",470.8,9,874,2016,107
"complete",24292,2017-06-08,17286,"complete",415.71,7,924,2017,93
"complete",39489,2018-06-22,17286,"complete",408.37,5,581,2018,97
"complete",25719,1995-09-27,17296,"complete",536,4,96,1995,100
"complete",25718,1996-09-17,17296,"complete",501,4,168,1996,100
"complete",25720,1997-09-25,17296,"complete",507,5,79,1997,100
"complete",25717,1998-09-18,17296,"complete",507,5,155,1998,100
"complete",25716,1999-09-07,17296,"complete",554,5,100,1999,100
"complete",25715,2000-09-04,17296,"complete",498,5,276,2000,100
"complete",25714,2001-09-07,17296,"complete",500,5,294,2001,100
"complete",25713,2002-09-18,17296,"complete",497,4,184,2002,100
"complete",24504,2003-09-18,17296,"complete",510,5,119,2003,100
"complete",25711,2004-09-22,17296,"complete",511,6,259,2004,100
"complete",25710,2005-09-16,17296,"complete",548,5,232,2005,100
"complete",25709,2006-06-16,17296,"complete",528,5,378,2006,100
"complete",26740,1995-06-14,17373,"complete",1248,8,1371,1995,104
"complete",26739,1996-07-25,17373,"complete",1175.2,9,967,1996,104
"complete",26741,1997-06-12,17373,"complete",1248,8,848,1997,104
"complete",26738,1998-06-29,17373,"complete",1183.52,9,786,1998,104
"complete",26737,1999-06-17,17373,"complete",1248,10,1074,1999,104
"complete",26736,2000-06-23,17373,"complete",1254.24,9,426,2000,104
"complete",26735,2001-07-31,17373,"complete",1235.52,8,787,2001,104
"complete",26733,2002-07-03,17373,"complete",1279.2,8,878,2002,104
"complete",24334,2003-07-01,17373,"complete",1216.8,9,1320,2003,104
"complete",26732,2004-07-08,17373,"complete",1324.66,8,1491,2004,107
"complete",26299,1995-06-14,17382,"complete",754,4,319,1995,116
"complete",26298,1996-06-05,17382,"complete",1125.2,5,241,1996,116
"complete",26300,1997-06-12,17382,"complete",788.8,4,666,1997,116
"complete",26297,1998-06-29,17382,"complete",763.28,4,312,1998,116
"complete",26296,1999-06-17,17382,"complete",821.28,5,205,1999,116
"complete",26295,2000-07-03,17382,"complete",758.64,4,387,2000,116
"complete",26294,2001-07-31,17382,"complete",758.64,4,374,2001,116
"complete",26292,2002-07-03,17382,"complete",751.68,5,495,2002,116
"complete",24311,2003-06-19,17382,"complete",709.92,5,1322,2003,116
"complete",26291,2004-07-08,17382,"complete",770.64,4,489,2004,114
"complete",26290,2005-07-07,17382,"complete",646.12,5,1657,2005,116
"complete",26289,2006-07-05,17382,"complete",761.6,6,1088,2006,119
"complete",26288,2007-07-24,17382,"complete",858,5,287,2007,130
"complete",24310,2009-07-02,17382,"complete",966.72,6,81,2009,152
"complete",24309,2010-06-21,17382,"complete",1010.8,5,210,2010,152
"complete",24308,2011-07-04,17382,"complete",681.12,4,320,2011,129
"complete",24306,2013-07-04,17382,"complete",975,6,160,2013,150
"complete",24304,2015-08-27,17382,"complete",644.8,6,521,2015,124
"complete",24303,2016-08-23,17382,"complete",554.6,4,449,2016,118
"complete",24302,2017-10-03,17382,"complete",641.35,4,561,2017,127
"complete",39590,2018-08-28,17382,"complete",701.84,5,424,2018,124
"complete",26498,1995-07-26,17404,"complete",1262.5,9,819,1995,101
"complete",26497,1996-07-26,17404,"complete",1285.73,8,487,1996,101
"complete",26499,1997-07-25,17404,"complete",1292.8,10,476,1997,101
"complete",26496,1998-07-24,17404,"complete",1201.9,9,788,1998,101
"complete",26495,1999-07-23,17404,"complete",1272.6,11,384,1999,101
"complete",26494,2000-07-26,17404,"complete",1403.9,9,127,2000,101
"complete",26493,2001-08-02,17404,"complete",1287.75,10,259,2001,101
"complete",26492,2002-07-10,17404,"complete",1373.6,11,334,2002,101
"complete",24812,2003-07-03,17404,"complete",1282.7,8,754,2003,101
"complete",26491,2004-07-02,17404,"complete",1292.8,10,776,2004,101
"complete",26490,2005-07-07,17404,"complete",1257.45,10,1492,2005,101
"complete",26489,2006-07-06,17404,"complete",1267.55,6,636,2006,101
"complete",26192,1995-09-27,17435,"complete",545,11,229,1995,100
"complete",26191,1996-09-17,17435,"complete",550,13,268,1996,100
"complete",26193,1997-09-25,17435,"complete",560,8,144,1997,100
"complete",26190,1998-09-18,17435,"complete",523,12,237,1998,100
"complete",26189,1999-09-08,17435,"complete",598,15,143,1999,100
"complete",26188,2000-09-14,17435,"complete",606,10,148,2000,100
"complete",26187,2001-10-01,17435,"complete",595,12,102,2001,100
"complete",26186,2002-10-11,17435,"complete",650,11,174,2002,100
"complete",26184,2004-05-28,17435,"complete",705,10,89,2004,100
"complete",26183,2005-05-04,17435,"complete",580,8,134,2005,100
"complete",26182,2006-05-24,17435,"complete",570,13,373,2006,100
"partial",26818,1995-10-13,17471,"partial_over_bank",NA,3,149,1995,90
"partial",26817,1996-09-09,17471,"partial_over_bank",NA,5,247,1996,90
"partial",26816,1997-09-10,17471,"partial_over_bank",NA,5,76,1997,90
"partial",26815,1998-09-08,17471,"partial_over_bank",NA,4,46,1998,90
"partial",26814,1999-09-20,17471,"partial_over_bank",NA,4,57,1999,90
"partial",26813,2000-09-28,17471,"partial_over_bank",NA,5,29,2000,90
"partial",26812,2001-09-06,17471,"partial_over_bank",NA,5,87,2001,90
"partial",26811,2002-08-28,17471,"partial_over_bank",NA,5,76,2002,90
"partial",24452,2003-10-10,17471,"partial_over_bank",648,5,108,2003,90
"partial",26810,2004-10-06,17471,"partial_over_bank",NA,4,26,2004,90
"partial",26809,2005-07-06,17471,"partial_over_bank",NA,3,96,2005,92
"partial",26808,2006-07-04,17471,"partial_over_bank",NA,5,72,2006,92
"complete",25918,1995-06-16,17506,"complete",362.7,1,25,1995,93
"complete",25917,1996-06-27,17506,"complete",430.59,1,70,1996,93
"complete",25916,1997-06-25,17506,"complete",372,1,84,1997,93
"complete",25915,1998-06-16,17506,"complete",367.35,1,30,1998,93
"complete",25914,1999-06-23,17506,"complete",372,1,21,1999,93
"complete",25913,2000-07-06,17506,"complete",399.9,1,19,2000,93
"complete",25912,2001-08-01,17506,"complete",398.04,1,67,2001,93
"complete",25911,2002-07-02,17506,"complete",388.74,1,67,2002,93
"complete",24789,2003-06-30,17506,"complete",378.51,1,76,2003,93
"complete",25909,2004-06-30,17506,"complete",387.81,1,37,2004,93
"complete",26238,1995-10-13,17548,"complete",495.39,3,66,1995,147
"complete",26237,1996-09-09,17548,"complete",455.7,2,249,1996,147
"complete",26236,1997-09-10,17548,"complete",573.3,2,240,1997,147
"complete",26235,1998-09-08,17548,"complete",499.8,4,196,1998,147
"complete",26234,1999-09-20,17548,"complete",540.96,5,185,1999,147
"complete",26233,2000-09-28,17548,"complete",579.18,3,315,2000,147
"complete",26232,2001-09-06,17548,"complete",690.9,4,333,2001,147
"complete",26231,2002-08-28,17548,"complete",543.9,3,235,2002,147
"complete",24560,2003-10-10,17548,"complete",595.35,3,160,2003,147
"complete",26229,2004-10-06,17548,"complete",558.6,3,189,2004,147
"complete",26227,2006-06-26,17548,"complete",595.35,5,152,2006,147
"complete",25595,1995-06-16,17573,"complete",452.8,3,403,1995,160
"complete",25590,1996-06-27,17573,"complete",432,2,463,1996,160
"complete",25589,1997-06-25,17573,"complete",416,2,395,1997,160
"complete",25588,1998-06-16,17573,"complete",456,2,340,1998,160
"complete",25587,1999-06-23,17573,"complete",448,3,354,1999,160
"complete",25586,2000-06-27,17573,"complete",491.2,3,495,2000,160
"complete",25585,2001-07-03,17573,"complete",468.8,3,453,2001,160
"complete",25584,2002-07-02,17573,"complete",440,2,473,2002,160
"complete",24232,2003-06-30,17573,"complete",403.2,2,662,2003,160
"complete",25579,2004-06-30,17573,"complete",420.8,2,179,2004,160
"complete",25578,2005-06-17,17573,"complete",427.04,3,625,2005,157
"complete",25577,2006-06-27,17573,"complete",416,3,440,2006,160
"complete",24225,2015-07-09,17573,"complete",298.15,3,98,2015,89
"complete",24224,2016-07-04,17573,"complete",307.12,2,103,2016,88
"complete",24223,2017-07-03,17573,"complete",325.8,2,185,2017,90
"complete",39554,2018-07-10,17573,"complete",323.1,2,233,2018,90
"complete",26775,1995-09-06,17642,"complete",1009.2,4,256,1995,116
"complete",26774,1996-09-06,17642,"complete",1088.08,3,82,1996,116
"complete",26776,1997-09-04,17642,"complete",1015,3,273,1997,116
"complete",26773,1998-09-03,17642,"complete",1030.08,3,184,1998,116
"complete",26772,1999-09-03,17642,"complete",1056.76,2,72,1999,116
"complete",26771,2000-09-08,17642,"complete",1050.96,3,449,2000,116
"complete",26770,2001-09-06,17642,"complete",1088.08,4,223,2001,116
"complete",26768,2002-09-04,17642,"complete",1026.6,4,309,2002,116
"complete",24003,2003-09-05,17642,"complete",951.2,4,178,2003,116
"complete",26767,2004-09-16,17642,"complete",1078.8,4,166,2004,116
"complete",26766,2005-09-14,17642,"complete",984.23,5,262,2005,113
"complete",26765,2006-09-22,17642,"complete",1032.4,5,260,2006,116
"complete",26689,1995-09-06,17660,"complete",1197,7,390,1995,95
"complete",26688,1996-09-06,17660,"complete",1360.4,4,359,1996,95
"complete",26690,1997-09-04,17660,"complete",1423.1,5,115,1997,95
"complete",26687,1998-09-03,17660,"complete",1250.2,5,180,1998,95
"complete",26686,1999-09-03,17660,"complete",1362.3,5,406,1999,95
"complete",26685,2000-09-07,17660,"complete",1297.7,6,614,2000,95
"complete",26684,2001-09-05,17660,"complete",1301.5,4,566,2001,95
"complete",26682,2002-09-03,17660,"complete",1415.5,4,553,2002,95
"complete",24475,2003-09-05,17660,"complete",1320.5,4,642,2003,95
"complete",26681,2004-09-15,17660,"complete",1472.5,6,1100,2004,95
"complete",26680,2005-09-14,17660,"complete",1401.4,7,2152,2005,91
"complete",33797,2005-07-21,17663,"complete",1452,3,1475,2005,165
"complete",33796,2006-07-20,17663,"complete",1410.4,2,731,2006,164
"complete",33795,2007-07-17,17663,"complete",1490.4,2,492,2007,184
"complete",33794,2008-07-29,17663,"complete",1566,2,631,2008,180
"complete",33793,2009-07-15,17663,"complete",1820,2,737,2009,200
"complete",33792,2010-07-28,17663,"complete",1518.9,2,863,2010,183
"complete",33791,2011-07-20,17663,"complete",1818,2,572,2011,180
"complete",33790,2012-07-24,17663,"complete",1653,2,505,2012,190
"complete",33789,2013-07-23,17663,"complete",1980,2,932,2013,180
"complete",33788,2014-07-16,17663,"complete",2079.44,2,774,2014,187
"complete",33787,2015-07-16,17663,"complete",1853.17,2,415,2015,187
"complete",33786,2016-07-12,17663,"complete",2085.35,2,570,2016,179
"complete",33785,2017-07-11,17663,"complete",2063.4,2,580,2017,190
"complete",39435,2018-07-10,17663,"complete",1881,2,388,2018,190
"complete",34985,2005-09-23,17692,"complete",489.6,1,71,2005,102
"complete",34984,2006-09-11,17692,"complete",394.8,2,207,2006,105
"complete",34983,2007-07-23,17692,"complete",358.8,1,117,2007,104
"complete",34982,2009-09-09,17692,"complete",341.28,1,165,2009,108
"complete",34981,2011-08-24,17692,"complete",357,1,151,2011,102
"complete",34980,2013-08-27,17692,"complete",488.25,1,150,2013,105
"complete",34979,2014-08-26,17692,"complete",578.55,1,180,2014,105
"complete",34978,2015-08-25,17692,"complete",400.4,1,292,2015,110
"complete",34977,2016-08-24,17692,"complete",403.92,1,111,2016,88
"complete",34976,2017-08-24,17692,"complete",498.2,1,105,2017,106
"complete",39308,2018-08-22,17692,"complete",498.2,1,109,2018,106
"complete",35635,2005-07-27,17695,"complete",968,2,297,2005,220
"complete",35634,2006-07-26,17695,"complete",1144,2,376,2006,176
"complete",35633,2007-07-25,17695,"complete",1035.45,2,457,2007,177
"complete",35632,2009-07-28,17695,"complete",900,2,435,2009,180
"complete",35631,2011-07-26,17695,"complete",1333,2,235,2011,215
"complete",35630,2013-07-31,17695,"complete",1349,2,598,2013,190
"complete",35629,2014-07-24,17695,"complete",1463.7,2,373,2014,205
"complete",35628,2015-07-28,17695,"complete",1373.85,2,335,2015,215
"complete",35627,2016-07-27,17695,"complete",1593.84,1,511,2016,229
"complete",35626,2017-07-26,17695,"complete",1368,2,586,2017,228
"complete",39248,2018-07-18,17695,"complete",1552.68,2,302,2018,227
"complete",33838,2005-07-26,17698,"complete",988.54,1,320,2005,161
"complete",33837,2006-07-25,17698,"complete",1024.65,1,411,2006,165
"complete",33836,2008-07-30,17698,"complete",1001.7,1,256,2008,159
"complete",33835,2010-07-26,17698,"complete",1104,1,355,2010,160
"complete",33834,2012-07-25,17698,"complete",1026.8,1,297,2012,151
"complete",33833,2013-07-30,17698,"complete",1020,1,340,2013,150
"complete",33832,2014-07-24,17698,"complete",1018.71,1,337,2014,147
"complete",33831,2015-07-29,17698,"complete",914.34,1,423,2015,147
"complete",33830,2016-07-28,17698,"complete",981.15,1,210,2016,155
"complete",33829,2017-07-27,17698,"complete",990,1,351,2017,150
"complete",39274,2018-07-19,17698,"complete",999.6,1,161,2018,147
"complete",27028,1995-09-19,17711,"complete",1206.4,12,585,1995,104
"complete",27029,1997-06-27,17711,"complete",1237.6,16,1268,1997,104
"complete",27025,1999-06-15,17711,"complete",1206.4,13,312,1999,104
"complete",27024,2000-04-12,17711,"complete",1372.8,10,78,2000,104
"complete",27023,2001-04-25,17711,"complete",1372.8,6,61,2001,104
"complete",27022,2002-04-09,17711,"complete",1383.2,9,226,2002,104
"complete",24392,2003-05-05,17711,"complete",1289.6,9,388,2003,104
"complete",27020,2004-05-27,17711,"complete",1338.48,8,248,2004,104
"complete",27019,2005-05-10,17711,"complete",1256.32,8,736,2005,104
"complete",27018,2006-05-23,17711,"complete",1268.8,12,1148,2006,104
"complete",25648,1995-07-06,17814,"complete",467.4,11,232,1995,114
"complete",25646,1996-06-26,17814,"complete",383.04,11,467,1996,114
"complete",25645,1997-06-26,17814,"complete",452.58,10,1043,1997,114
"complete",25644,1998-07-21,17814,"complete",444.6,10,194,1998,114
"complete",25643,1999-06-21,17814,"complete",485.64,8,577,1999,114
"complete",25642,2000-06-08,17814,"complete",476.52,11,371,2000,114
"complete",25641,2001-06-19,17814,"complete",412.68,13,347,2001,114
"complete",25640,2002-05-23,17814,"complete",429.78,13,1155,2002,114
"complete",24054,2003-08-14,17814,"complete",359.1,12,572,2003,114
"complete",25638,2004-06-03,17814,"complete",429.78,11,505,2004,114
"complete",25637,2005-05-31,17814,"complete",432.9,8,1698,2005,117
"complete",25636,2006-06-06,17814,"complete",444.6,8,474,2006,117
"complete",24053,2007-07-04,17814,"complete",336.6,7,244,2007,90
"complete",24052,2008-09-25,17814,"complete",255,7,184,2008,75
"complete",24051,2009-06-30,17814,"complete",342.78,7,64,2009,87
"complete",24050,2010-07-07,17814,"complete",297.5,8,125,2010,85
"complete",24049,2011-06-22,17814,"complete",316.48,8,131,2011,86
"complete",24048,2012-07-10,17814,"complete",266.11,5,142,2012,89
"complete",24047,2013-07-09,17814,"complete",294.84,7,337,2013,84
"complete",24046,2014-09-22,17814,"complete",226.18,8,202,2014,86
"complete",24043,2017-07-04,17814,"complete",264.6,9,230,2017,90
"complete",39226,2018-07-03,17814,"complete",356.4,7,148,2018,99
"complete",25769,1995-07-06,17823,"complete",960,7,977,1995,120
"complete",25768,1996-06-26,17823,"complete",939.6,8,606,1996,120
"complete",25767,1997-06-26,17823,"complete",1044,9,2657,1997,120
"complete",25766,1998-07-21,17823,"complete",1020,10,342,1998,120
"complete",25765,1999-06-02,17823,"complete",996,6,399,1999,120
"complete",25764,2000-06-08,17823,"complete",960,6,167,2000,120
"complete",25763,2001-06-19,17823,"complete",1044,8,896,2001,120
"complete",25762,2002-05-23,17823,"complete",967.2,8,756,2002,120
"complete",24785,2003-08-14,17823,"complete",717.6,10,3151,2003,120
"complete",25760,2004-06-03,17823,"complete",1023.6,8,2108,2004,120
"complete",25956,1995-06-29,17952,"complete",262.6,1,6,1995,101
"complete",25955,1996-06-24,17952,"complete",260.58,1,47,1996,101
"complete",25954,1997-06-24,17952,"complete",264.62,1,40,1997,101
"complete",25953,1998-06-25,17952,"complete",191.9,1,47,1998,101
"complete",25952,1999-07-02,17952,"complete",265.63,1,63,1999,101
"complete",25951,2000-06-22,17952,"complete",297.95,1,17,2000,101
"complete",25950,2001-06-21,17952,"complete",244.42,1,62,2001,101
"complete",25949,2002-06-25,17952,"complete",318.15,1,25,2002,101
"complete",24959,2003-06-26,17952,"complete",295.93,1,32,2003,101
"complete",25947,2004-06-28,17952,"complete",292.9,1,13,2004,101
"complete",25946,2005-06-27,17952,"complete",278.76,1,4,2005,101
"complete",24958,2007-06-11,17952,"complete",448.24,1,10,2007,104
"complete",24957,2008-06-20,17952,"complete",243,1,8,2008,81
"complete",24956,2009-06-08,17952,"complete",251.1,1,4,2009,81
"complete",24955,2010-06-23,17952,"complete",269.64,1,1,2010,84
"complete",24954,2011-06-08,17952,"complete",329.3,1,10,2011,89
"complete",24953,2012-06-27,17952,"complete",215,1,15,2012,86
"complete",26610,1995-06-29,17965,"complete",1836,3,492,1995,102
"complete",26609,1996-06-24,17965,"complete",1836,3,494,1996,102
"complete",26608,1997-06-24,17965,"complete",1713.6,2,564,1997,102
"complete",26607,1998-06-25,17965,"complete",1713.6,3,411,1998,102
"complete",26606,1999-07-02,17965,"complete",1713.6,4,719,1999,102
"complete",26605,2000-06-22,17965,"complete",1723.8,4,587,2000,102
"complete",26604,2001-06-21,17965,"complete",1662.6,2,873,2001,102
"complete",26603,2002-06-25,17965,"complete",1703.4,4,693,2002,102
"complete",24236,2003-06-26,17965,"complete",1672.8,3,399,2003,102
"complete",26602,2004-06-28,17965,"complete",1672.8,3,227,2004,102
"complete",26601,2005-06-27,17965,"complete",1723.8,4,532,2005,102
"complete",26600,2006-06-12,17965,"complete",1723.8,3,1332,2006,102
"complete",25815,1995-09-28,17977,"complete",693.6,1,60,1995,102
"complete",25814,1996-09-24,17977,"complete",703.8,1,47,1996,102
"complete",25813,1997-09-19,17977,"complete",673.2,1,95,1997,102
"complete",25812,1998-09-11,17977,"complete",658.92,2,118,1998,102
"complete",25811,1999-09-13,17977,"complete",617.1,2,165,1999,102
"complete",25810,2000-09-04,17977,"complete",663,1,95,2000,102
"complete",25809,2001-09-10,17977,"complete",612,1,120,2001,102
"complete",25808,2002-09-10,17977,"complete",714,1,58,2002,102
"complete",24773,2003-09-01,17977,"complete",594.66,1,170,2003,102
"complete",25806,2004-09-06,17977,"complete",673.2,1,112,2004,102
"complete",25805,2005-09-22,17977,"complete",732.36,1,136,2005,102
"complete",25804,2006-09-12,17977,"complete",683.4,2,156,2006,102
"complete",24772,2007-09-10,17977,"complete",1082.2,2,222,2007,140
"complete",25832,1995-09-28,17984,"complete",2331,2,422,1995,111
"complete",25831,1997-09-19,17984,"complete",1820.4,3,432,1997,111
"complete",25830,1998-09-11,17984,"complete",2022.42,4,768,1998,111
"complete",25829,1999-09-13,17984,"complete",1742.7,2,403,1999,111
"complete",25828,2000-09-04,17984,"complete",1731.6,2,422,2000,111
"complete",25827,2001-09-10,17984,"complete",1986.9,3,376,2001,111
"complete",24251,2003-09-01,17984,"complete",2020.2,2,530,2003,111
"complete",25825,2004-09-06,17984,"complete",2220,3,211,2004,111
"complete",25824,2005-09-22,17984,"complete",2297.7,2,189,2005,111
"complete",25823,2006-09-12,17984,"complete",2161.17,2,377,2006,111
"complete",25618,1995-06-13,17998,"complete",1258.4,11,171,1995,104
"complete",25617,1996-06-18,17998,"complete",1216.8,9,299,1996,104
"complete",25616,1997-06-11,17998,"complete",1240.72,12,248,1997,104
"complete",25615,1998-06-18,17998,"complete",1185.6,11,142,1998,104
"complete",25614,1999-06-02,17998,"complete",1196,10,284,1999,104
"complete",25613,2000-07-12,17998,"complete",1248,12,164,2000,104
"complete",25612,2001-06-20,17998,"complete",1099.28,11,201,2001,104
"complete",25611,2002-10-22,17998,"complete",1203.28,10,400,2002,104
"complete",24572,2003-08-13,17998,"complete",1138.8,11,892,2003,104
"complete",25609,2004-06-04,17998,"complete",1185.6,9,251,2004,104
"complete",25608,2005-06-01,17998,"complete",1196,12,352,2005,104
"complete",25607,2006-06-07,17998,"complete",1190.8,12,317,2006,104
"complete",27011,1995-06-30,18009,"complete",1344,7,198,1995,96
"complete",27010,1996-07-04,18009,"complete",1353.6,7,164,1996,96
"complete",27009,1997-07-02,18009,"complete",1390.08,7,222,1997,96
"complete",27008,1998-06-26,18009,"complete",1257.6,6,155,1998,96
"complete",27007,1999-07-01,18009,"complete",1324.8,6,167,1999,96
"complete",27006,2000-08-22,18009,"complete",1372.8,7,97,2000,96
"complete",27005,2001-07-26,18009,"complete",1353.6,7,380,2001,96
"complete",27004,2002-07-04,18009,"complete",1392,7,305,2002,96
"complete",27002,2004-07-06,18009,"complete",1374.72,7,198,2004,96
"complete",27001,2005-06-29,18009,"complete",1401.6,7,808,2005,96
"complete",27000,2006-06-13,18009,"complete",1365.12,7,611,2006,96
"complete",27042,1995-06-13,18018,"complete",1114.4,9,281,1995,112
"complete",27040,1996-06-18,18018,"complete",1052.8,9,429,1996,112
"complete",27039,1997-06-11,18018,"complete",1307.04,10,620,1997,112
"complete",27038,1998-06-18,18018,"complete",705.6,11,583,1998,112
"complete",27037,1999-06-02,18018,"complete",1299.2,11,258,1999,112
"complete",27036,2000-07-12,18018,"complete",881.44,10,181,2000,112
"complete",27035,2001-06-20,18018,"complete",1094.24,10,481,2001,112
"complete",27034,2002-10-22,18018,"complete",912.8,12,642,2002,112
"complete",24408,2003-08-13,18018,"complete",468.16,10,567,2003,112
"complete",27032,2004-06-04,18018,"complete",1346.4,9,703,2004,132
"complete",27031,2005-06-01,18018,"complete",1412.4,12,844,2005,132
"complete",27030,2006-06-07,18018,"complete",900.24,10,748,2006,132
"complete",24407,2007-06-14,18018,"complete",1315.77,9,127,2007,183
"complete",24406,2008-06-25,18018,"complete",1402.5,12,381,2008,165
"complete",24405,2009-06-18,18018,"complete",1785.6,12,582,2009,192
"complete",24404,2010-06-29,18018,"complete",1696.64,9,1024,2010,176
"complete",24403,2011-06-23,18018,"complete",1541.76,8,251,2011,176
"complete",24402,2012-07-11,18018,"complete",1644.65,9,1627,2012,185
"complete",24401,2013-07-11,18018,"complete",1549.28,10,879,2013,184
"complete",24400,2014-09-09,18018,"complete",1728,11,1746,2014,192
"complete",24399,2015-07-08,18018,"complete",2043.7,10,1164,2015,191
"complete",25931,1995-08-29,18049,"complete",520.2,1,44,1995,102
"complete",25930,1996-08-21,18049,"complete",538.56,1,58,1996,102
"complete",25929,1997-10-16,18049,"complete",601.8,1,44,1997,102
"complete",25928,1998-11-04,18049,"complete",576.3,1,47,1998,102
"complete",25927,1999-09-21,18049,"complete",601.8,1,54,1999,102
"complete",25926,2000-08-28,18049,"complete",571.2,1,73,2000,102
"complete",25925,2001-08-08,18049,"complete",612,1,71,2001,102
"complete",25924,2002-09-11,18049,"complete",614.04,1,51,2002,102
"complete",25923,2003-09-02,18049,"complete",561,1,46,2003,102
"complete",25922,2004-07-07,18049,"complete",627.3,1,28,2004,102
"complete",26140,1995-06-30,18054,"complete",1058.2,3,122,1995,74
"complete",26139,1996-07-04,18054,"complete",1517,2,495,1996,74
"complete",26138,1997-07-02,18054,"complete",1679.8,2,333,1997,74
"complete",26137,1998-06-23,18054,"complete",1213.6,2,372,1998,74
"complete",26136,1999-07-01,18054,"complete",1576.2,2,340,1999,74
"complete",26135,2000-06-21,18054,"complete",1620.6,2,136,2000,74
"complete",26134,2001-07-26,18054,"complete",991.6,4,548,2001,74
